"","date","time","day","station","code","min_delay","min_gap","bound","line","day_type","rush_type","Year","Month","Day","Max Temp (°C)","Min Temp (°C)","Total Precip (mm)","Snow on Grnd (cm)"
"1",2024-01-01,02:00:00,"Monday","SHEPPARD STATION","MUI",0,0,"N","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"2",2024-01-01,02:00:00,"Monday","DUNDAS STATION","MUIS",0,0,"N","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"3",2024-01-01,02:08:00,"Monday","DUNDAS STATION","MUPAA",4,10,"N","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"4",2024-01-01,02:13:00,"Monday","KENNEDY BD STATION","PUTDN",10,16,"E","BD","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"5",2024-01-01,02:22:00,"Monday","BLOOR STATION","MUPAA",4,10,"N","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"6",2024-01-01,02:25:00,"Monday","ST CLAIR STATION","MUPAA",3,9,"N","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"7",2024-01-01,02:25:00,"Monday","BLOOR STATION","MUIRS",0,0,"S","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"8",2024-01-01,02:27:00,"Monday","WOODBINE STATION","EUDO",7,13,"E","BD","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"9",2024-01-01,02:28:00,"Monday","FINCH STATION","MUIRS",0,0,"S","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"10",2024-01-01,02:30:00,"Monday","DAVISVILLE STATION","MUI",13,19,"N","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"11",2024-01-01,02:36:00,"Monday","FINCH STATION","MUI",24,30,"S","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"12",2024-01-01,02:45:00,"Monday","COLLEGE STATION","MUIR",12,18,"N","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"13",2024-01-01,03:01:00,"Monday","LAWRENCE WEST STATION","SUDP",3,9,"N","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"14",2024-01-01,03:06:00,"Monday","LAWRENCE WEST STATION","MUIS",0,0,"S","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"15",2024-01-01,03:17:00,"Monday","VICTORIA PARK STATION","MUIS",0,0,NA,"BD","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"16",2024-01-01,03:31:00,"Monday","NORTH YORK CTR STATION","MUIRS",0,0,NA,"YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"17",2024-01-01,03:50:00,"Monday","KENNEDY BD STATION","MUIS",0,0,NA,"BD","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"18",2024-01-01,05:26:00,"Monday","FINCH STATION","SUAE",0,0,NA,"YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"19",2024-01-01,06:00:00,"Monday","KIPLING STATION","MUIS",0,0,NA,"BD","Weekday","morning",2024,"01","01",-0.7,-3.1,0.1,2
"20",2024-01-01,07:05:00,"Monday","DUPONT STATION","MUNCA",0,0,NA,"YU","Weekday","morning",2024,"01","01",-0.7,-3.1,0.1,2
"21",2024-01-01,07:57:00,"Monday","SHEPPARD WEST STATION","TUNOA",12,24,"N","YU","Weekday","morning",2024,"01","01",-0.7,-3.1,0.1,2
"22",2024-01-01,08:41:00,"Monday","EGLINTON STATION","TUNOA",6,12,"N","YU","Weekday","morning",2024,"01","01",-0.7,-3.1,0.1,2
"23",2024-01-01,08:42:00,"Monday","SHEPPARD WEST STATION","TUNIP",6,12,"N","YU","Weekday","morning",2024,"01","01",-0.7,-3.1,0.1,2
"24",2024-01-01,09:06:00,"Monday","COLLEGE STATION","SUO",0,0,"S","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"25",2024-01-01,09:09:00,"Monday","ST CLAIR STATION","PUOPO",7,13,"S","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"26",2024-01-01,09:17:00,"Monday","SUMMERHILL STATION","PUOPO",6,12,"S","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"27",2024-01-01,09:45:00,"Monday","QUEEN STATION","SUO",10,16,"S","YUS","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"28",2024-01-01,10:08:00,"Monday","EGLINTON STATION","TUNOA",6,12,"N","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"29",2024-01-01,11:18:00,"Monday","QUEEN STATION","SUSA",0,0,"N","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"30",2024-01-01,11:39:00,"Monday","OLD MILL STATION","TUSC",3,7,"E","BD","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"31",2024-01-01,12:11:00,"Monday","SPADINA YUS STATION","MUIR",0,0,"N","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"32",2024-01-01,12:54:00,"Monday","ST PATRICK STATION","SUDP",0,0,"S","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"33",2024-01-01,13:24:00,"Monday","VAUGHAN MC STATION","SUDP",0,0,NA,"YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"34",2024-01-01,14:06:00,"Monday","YONGE BD STATION","MUIR",0,0,"E","BD","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"35",2024-01-01,14:15:00,"Monday","BLOOR STATION","MUIR",12,16,"N","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"36",2024-01-01,15:15:00,"Monday","LANSDOWNE STATION","MUDD",7,11,"E","BD","Weekday","evening",2024,"01","01",-0.7,-3.1,0.1,2
"37",2024-01-01,15:23:00,"Monday","ST GEORGE YUS STATION","PUMEL",0,0,NA,"YU","Weekday","evening",2024,"01","01",-0.7,-3.1,0.1,2
"38",2024-01-01,15:38:00,"Monday","COLLEGE STATION","MUPAA",4,8,"N","YU","Weekday","evening",2024,"01","01",-0.7,-3.1,0.1,2
"39",2024-01-01,16:05:00,"Monday","SPADINA BD STATION","SUDP",0,0,NA,"BD","Weekday","evening",2024,"01","01",-0.7,-3.1,0.1,2
"40",2024-01-01,16:20:00,"Monday","ROSEDALE STATION","SUDP",7,11,"S","YU","Weekday","evening",2024,"01","01",-0.7,-3.1,0.1,2
"41",2024-01-01,17:17:00,"Monday","BLOOR STATION","SUDP",0,0,"S","YU","Weekday","evening",2024,"01","01",-0.7,-3.1,0.1,2
"42",2024-01-01,17:35:00,"Monday","ROSEDALE STATION","MUPAA",0,0,"N","YU","Weekday","evening",2024,"01","01",-0.7,-3.1,0.1,2
"43",2024-01-01,19:01:00,"Monday","DUFFERIN STATION","MUIRS",0,0,"W","BD","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"44",2024-01-01,19:54:00,"Monday","DONLANDS STATION","SUUT",0,0,"W","BD","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"45",2024-01-01,20:52:00,"Monday","QUEEN STATION","MUPAA",7,13,"S","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"46",2024-01-01,21:07:00,"Monday","KENNEDY BD STATION","MUNOA",6,12,"W","BD","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"47",2024-01-01,22:00:00,"Monday","YONGE-UNIVERSITY AND B","MUO",0,0,NA,"YU/BD","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"48",2024-01-01,22:10:00,"Monday","DUFFERIN STATION","MUIS",0,0,NA,"BD","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"49",2024-01-01,22:13:00,"Monday","ST GEORGE YUS STATION","SUDP",0,0,"S","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"50",2024-01-01,00:01:00,"Monday","GO PROTOCOL - DANFORTH","MUO",0,0,NA,"BD","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"51",2024-01-01,00:44:00,"Monday","VAUGHAN MC STATION","MUPAA",0,0,"S","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"52",2024-01-01,00:48:00,"Monday","BLOOR STATION","SUO",0,0,"S","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"53",2024-01-01,01:10:00,"Monday","VAUGHAN MC STATION","MUO",8,14,"S","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"54",2024-01-01,01:11:00,"Monday","DUNDAS STATION","SUO",0,0,"S","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"55",2024-01-01,01:38:00,"Monday","ST GEORGE YUS STATION","SUUT",0,0,"N","YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"56",2024-01-01,01:46:00,"Monday","SHEPPARD WEST STATION","SUAE",0,0,NA,"YU","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"57",2024-01-02,02:06:00,"Tuesday","FINCH STATION","MUIS",0,0,"S","YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"58",2024-01-02,06:02:00,"Tuesday","SPADINA BD STATION","TUSC",0,0,"E","BD","Weekday","morning",2024,"01","02",1.5,-1.5,0,0
"59",2024-01-02,06:19:00,"Tuesday","WARDEN STATION","MUIRS",0,0,NA,"BD","Weekday","morning",2024,"01","02",1.5,-1.5,0,0
"60",2024-01-02,06:42:00,"Tuesday","ST CLAIR WEST STATION","MUIS",0,0,NA,"YU","Weekday","morning",2024,"01","02",1.5,-1.5,0,0
"61",2024-01-02,06:53:00,"Tuesday","CHRISTIE STATION","SUO",0,0,NA,"BD","Weekday","morning",2024,"01","02",1.5,-1.5,0,0
"62",2024-01-02,07:40:00,"Tuesday","DAVISVILLE STATION","SUDP",6,9,"S","YU","Weekday","morning",2024,"01","02",1.5,-1.5,0,0
"63",2024-01-02,07:45:00,"Tuesday","ST GEORGE YUS STATION","MUIR",0,0,"N","YU","Weekday","morning",2024,"01","02",1.5,-1.5,0,0
"64",2024-01-02,07:47:00,"Tuesday","BLOOR STATION","SUO",0,0,"N","YU","Weekday","morning",2024,"01","02",1.5,-1.5,0,0
"65",2024-01-02,08:38:00,"Tuesday","BLOOR STATION","PUOPO",0,0,"N","YU","Weekday","morning",2024,"01","02",1.5,-1.5,0,0
"66",2024-01-02,08:44:00,"Tuesday","ST CLAIR STATION","PUOPO",6,9,"N","YU","Weekday","morning",2024,"01","02",1.5,-1.5,0,0
"67",2024-01-02,08:51:00,"Tuesday","DUNDAS STATION","MUSAN",3,6,"N","YU","Weekday","morning",2024,"01","02",1.5,-1.5,0,0
"68",2024-01-02,09:12:00,"Tuesday","BROADVIEW STATION","EUME",9,12,"W","BD","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"69",2024-01-02,09:22:00,"Tuesday","BAY STATION","SUDP",0,0,NA,"BD","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"70",2024-01-02,09:33:00,"Tuesday","FINCH WEST STATION","MUIR",4,7,"N","YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"71",2024-01-02,10:38:00,"Tuesday","ROSEDALE STATION","SUDP",0,0,NA,"YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"72",2024-01-02,11:13:00,"Tuesday","CHESTER STATION","SUO",0,0,NA,"BD","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"73",2024-01-02,11:48:00,"Tuesday","QUEEN'S PARK STATION","SUO",0,0,"S","YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"74",2024-01-02,12:20:00,"Tuesday","COLLEGE STATION","SUDP",0,0,NA,"YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"75",2024-01-02,13:12:00,"Tuesday","DOWNSVIEW PARK STATION","EUDO",5,10,"N","YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"76",2024-01-02,13:42:00,"Tuesday","ST GEORGE YUS STATION","SUO",3,8,"S","YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"77",2024-01-02,13:46:00,"Tuesday","EGLINTON STATION","MUI",3,8,"N","YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"78",2024-01-02,13:55:00,"Tuesday","KEELE STATION","MUPAA",0,0,"E","BD","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"79",2024-01-02,14:03:00,"Tuesday","NORTH YORK CTR STATION","SUDP",8,13,"S","YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"80",2024-01-02,14:07:00,"Tuesday","WELLESLEY STATION","SUDP",0,0,NA,"YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"81",2024-01-02,14:09:00,"Tuesday","KENNEDY BD STATION","SUAP",0,0,NA,"BD","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"82",2024-01-02,14:36:00,"Tuesday","ST GEORGE YUS STATION","SUDP",21,26,"S","YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"83",2024-01-02,15:09:00,"Tuesday","KIPLING STATION","MUIR",3,6,"E","BD","Weekday","evening",2024,"01","02",1.5,-1.5,0,0
"84",2024-01-02,15:12:00,"Tuesday","MUSEUM STATION","SUDP",8,13,"S","YU","Weekday","evening",2024,"01","02",1.5,-1.5,0,0
"85",2024-01-02,15:43:00,"Tuesday","KEELE STATION","TUNIP",3,6,"W","BD","Weekday","evening",2024,"01","02",1.5,-1.5,0,0
"86",2024-01-02,15:54:00,"Tuesday","DAVISVILLE STATION","MUDD",6,11,"N","YU","Weekday","evening",2024,"01","02",1.5,-1.5,0,0
"87",2024-01-02,16:05:00,"Tuesday","ISLINGTON STATION","TUSC",0,0,"E","BD","Weekday","evening",2024,"01","02",1.5,-1.5,0,0
"88",2024-01-02,16:31:00,"Tuesday","DONLANDS STATION","MUSC",0,0,"W","BD","Weekday","evening",2024,"01","02",1.5,-1.5,0,0
"89",2024-01-02,16:32:00,"Tuesday","PIONEER VILLAGE STATIO","SUO",0,0,"S","YU","Weekday","evening",2024,"01","02",1.5,-1.5,0,0
"90",2024-01-02,16:52:00,"Tuesday","BLOOR STATION","MUIRS",0,0,NA,"YU","Weekday","evening",2024,"01","02",1.5,-1.5,0,0
"91",2024-01-02,16:53:00,"Tuesday","BLOOR STATION","SUDP",0,0,"N","YU","Weekday","evening",2024,"01","02",1.5,-1.5,0,0
"92",2024-01-02,18:00:00,"Tuesday","WOODBINE STATION","MUSC",0,0,"E","BD","Weekday","evening",2024,"01","02",1.5,-1.5,0,0
"93",2024-01-02,18:07:00,"Tuesday","DUNDAS STATION","MUIS",0,0,NA,"YU","Weekday","evening",2024,"01","02",1.5,-1.5,0,0
"94",2024-01-02,18:09:00,"Tuesday","COLLEGE STATION","MUDD",10,13,"S","YU","Weekday","evening",2024,"01","02",1.5,-1.5,0,0
"95",2024-01-02,18:38:00,"Tuesday","BLOOR STATION","SUO",16,20,"S","YU","Weekday","evening",2024,"01","02",1.5,-1.5,0,0
"96",2024-01-02,18:41:00,"Tuesday","YONGE BD STATION","SUO",16,20,"W","BD","Weekday","evening",2024,"01","02",1.5,-1.5,0,0
"97",2024-01-02,19:01:00,"Tuesday","BLOOR STATION","SUO",24,27,"N","YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"98",2024-01-02,19:01:00,"Tuesday","YONGE BD STATION","SUO",24,29,"E","BD","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"99",2024-01-02,19:34:00,"Tuesday","ROSEDALE STATION","SUO",20,23,"S","YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"100",2024-01-02,19:43:00,"Tuesday","COLLEGE STATION","MUIRS",0,0,NA,"YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"101",2024-01-02,20:12:00,"Tuesday","WARDEN STATION","TUO",3,8,"W","BD","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"102",2024-01-02,20:29:00,"Tuesday","MAIN STREET STATION","SUDP",0,0,NA,"BD","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"103",2024-01-02,20:38:00,"Tuesday","WELLESLEY STATION","MUIRS",0,0,"N","YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"104",2024-01-02,20:40:00,"Tuesday","EGLINTON STATION","SUEAS",9,14,"S","YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"105",2024-01-02,20:42:00,"Tuesday","SHERBOURNE STATION","SUDP",0,0,"W","BD","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"106",2024-01-02,21:05:00,"Tuesday","ST GEORGE BD STATION","SUO",0,0,NA,"BD","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"107",2024-01-02,21:05:00,"Tuesday","YORKDALE STATION","SUO",0,0,"S","YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"108",2024-01-02,21:09:00,"Tuesday","DUNDAS WEST STATION","MUIS",0,0,NA,"BD","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"109",2024-01-02,22:00:00,"Tuesday","YONGE-UNIVERSITY AND B","MUO",0,0,NA,"YU/BD","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"110",2024-01-02,22:08:00,"Tuesday","SPADINA BD STATION","SUAE",0,0,NA,"BD","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"111",2024-01-02,22:52:00,"Tuesday","DUNDAS WEST STATION","SUDP",0,0,NA,"BD","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"112",2024-01-02,23:33:00,"Tuesday","WARDEN STATION","TUS",4,9,"E","BD","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"113",2024-01-02,23:57:00,"Tuesday","WELLESLEY STATION","MUIRS",0,0,NA,"YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"114",2024-01-02,23:59:00,"Tuesday","WELLESLEY STATION","SUO",0,0,NA,"YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"115",2024-01-02,00:00:00,"Tuesday","GREENWOOD YARD","SUO",0,0,NA,"BD","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"116",2024-01-02,00:08:00,"Tuesday","KENNEDY BD STATION","SUDP",5,10,"W","BD","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"117",2024-01-02,00:26:00,"Tuesday","MAIN STREET STATION","SUDP",0,0,NA,"BD","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"118",2024-01-02,01:45:00,"Tuesday","EGLINTON WEST STATION","SUDP",0,0,NA,"YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"119",2024-01-02,01:48:00,"Tuesday","EGLINTON WEST STATION","SUDP",0,0,"N","YU","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"120",2024-01-02,01:48:00,"Tuesday","BROADVIEW STATION","EUVE",11,16,"W","BD","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"121",2024-01-02,01:59:00,"Tuesday","JANE STATION","SUUT",0,0,"W","BD","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"122",2024-01-02,05:27:00,"Tuesday","SHEPPARD-YONGE STATION","TUSC",0,0,"E","SHP","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"123",2024-01-02,05:39:00,"Tuesday","DON MILLS STATION","MUSC",0,0,"W","SHP","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"124",2024-01-02,16:07:00,"Tuesday","BAYVIEW STATION","SUDP",4,11,"W","SHP","Weekday","evening",2024,"01","02",1.5,-1.5,0,0
"125",2024-01-03,02:42:00,"Wednesday","VAUGHAN MC STATION","MUIS",0,0,NA,"YU","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"126",2024-01-03,06:15:00,"Wednesday","UNION STATION","MUIS",0,0,NA,"YU","Weekday","morning",2024,"01","03",3.1,0.6,0,NA
"127",2024-01-03,06:49:00,"Wednesday","KIPLING STATION","MUIS",0,0,NA,"BD","Weekday","morning",2024,"01","03",3.1,0.6,0,NA
"128",2024-01-03,07:06:00,"Wednesday","EGLINTON STATION","MUIE",0,0,NA,"YU","Weekday","morning",2024,"01","03",3.1,0.6,0,NA
"129",2024-01-03,07:17:00,"Wednesday","DUNDAS STATION","MUPAA",3,6,"S","YU","Weekday","morning",2024,"01","03",3.1,0.6,0,NA
"130",2024-01-03,07:31:00,"Wednesday","BLOOR STATION","PUMEL",0,0,NA,"YU","Weekday","morning",2024,"01","03",3.1,0.6,0,NA
"131",2024-01-03,07:46:00,"Wednesday","BLOOR STATION","MUIRS",0,0,NA,"YU","Weekday","morning",2024,"01","03",3.1,0.6,0,NA
"132",2024-01-03,08:34:00,"Wednesday","UNION STATION","SUDP",0,0,"N","YU","Weekday","morning",2024,"01","03",3.1,0.6,0,NA
"133",2024-01-03,08:48:00,"Wednesday","DUNDAS STATION","SUDP",0,0,"S","YU","Weekday","morning",2024,"01","03",3.1,0.6,0,NA
"134",2024-01-03,11:31:00,"Wednesday","WARDEN STATION","SUO",0,0,NA,"BD","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"135",2024-01-03,11:32:00,"Wednesday","VICTORIA PARK STATION","EUCA",4,8,"W","BD","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"136",2024-01-03,11:40:00,"Wednesday","KENNEDY BD STATION","PUMEL",0,0,NA,"BD","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"137",2024-01-03,11:54:00,"Wednesday","LANSDOWNE STATION","EUSC",0,0,"E","BD","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"138",2024-01-03,12:30:00,"Wednesday","EGLINTON STATION","TUOS",0,0,"S","YU","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"139",2024-01-03,12:50:00,"Wednesday","DAVISVILLE STATION","MUSAN",5,10,"N","YU","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"140",2024-01-03,12:55:00,"Wednesday","SHEPPARD STATION","MUPAA",0,0,"N","YU","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"141",2024-01-03,13:06:00,"Wednesday","BAY STATION","SUO",0,0,NA,"BD","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"142",2024-01-03,13:20:00,"Wednesday","FINCH STATION","SUAP",0,0,NA,"YU","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"143",2024-01-03,13:30:00,"Wednesday","YONGE BD STATION","MUSAN",9,13,"W","BD","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"144",2024-01-03,13:36:00,"Wednesday","UNION STATION","SUO",0,0,NA,"YU","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"145",2024-01-03,14:34:00,"Wednesday","BATHURST STATION","SUAP",0,0,NA,"BD","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"146",2024-01-03,15:25:00,"Wednesday","MAIN STREET STATION","SUUT",0,0,"E","BD","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"147",2024-01-03,15:26:00,"Wednesday","EGLINTON STATION","MUIR",5,10,"N","YU","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"148",2024-01-03,15:35:00,"Wednesday","BLOOR STATION","SUO",0,0,"N","YU","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"149",2024-01-03,15:37:00,"Wednesday","YONGE BD STATION","SUO",0,0,"W","BD","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"150",2024-01-03,15:57:00,"Wednesday","FINCH WEST STATION","PUOPO",0,0,"S","YU","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"151",2024-01-03,16:08:00,"Wednesday","YONGE BD STATION","SUDP",0,0,NA,"BD","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"152",2024-01-03,17:03:00,"Wednesday","BLOOR STATION","MUIRS",0,0,"S","YU","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"153",2024-01-03,17:17:00,"Wednesday","WELLESLEY STATION","MUIRS",0,0,NA,"YU","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"154",2024-01-03,17:23:00,"Wednesday","LAWRENCE WEST STATION","SUO",0,0,"S","YU","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"155",2024-01-03,17:26:00,"Wednesday","VICTORIA PARK STATION","SUO",0,0,NA,"BD","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"156",2024-01-03,17:30:00,"Wednesday","SHERBOURNE STATION","MUPR1",26,29,"W","BD","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"157",2024-01-03,17:42:00,"Wednesday","ROSEDALE STATION","PUSAC",12,15,"N","YU","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"158",2024-01-03,17:52:00,"Wednesday","WELLESLEY STATION","MUPAA",3,6,"N","YU","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"159",2024-01-03,18:02:00,"Wednesday","DUFFERIN STATION","SUDP",0,0,NA,"BD","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"160",2024-01-03,18:19:00,"Wednesday","LAWRENCE STATION","SUO",8,11,"S","YU","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"161",2024-01-03,18:27:00,"Wednesday","LAWRENCE STATION","MUIS",0,0,NA,"YU","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"162",2024-01-03,19:16:00,"Wednesday","FINCH STATION","SUDP",0,0,NA,"YU","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"163",2024-01-03,19:34:00,"Wednesday","DONLANDS STATION","SUO",5,10,"W","BD","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"164",2024-01-03,20:06:00,"Wednesday","COXWELL STATION","PUMEL",0,0,NA,"BD","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"165",2024-01-03,20:10:00,"Wednesday","VAUGHAN MC STATION","EUPI",43,47,"S","YU","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"166",2024-01-03,20:29:00,"Wednesday","OSGOODE STATION","SUDP",0,0,NA,"YU","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"167",2024-01-03,20:47:00,"Wednesday","BAY STATION","SUO",4,9,"W","BD","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"168",2024-01-03,20:52:00,"Wednesday","EGLINTON STATION","PUOPO",4,9,"S","YU","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"169",2024-01-03,21:02:00,"Wednesday","BLOOR STATION","SUO",6,11,"N","YU","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"170",2024-01-03,21:05:00,"Wednesday","YONGE BD STATION","SUO",0,0,"E","BD","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"171",2024-01-03,21:32:00,"Wednesday","DUNDAS STATION","MUIS",0,0,NA,"YU","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"172",2024-01-03,22:00:00,"Wednesday","YONGE-UNIVERSITY AND B","MUO",0,0,NA,"YU/BD","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"173",2024-01-03,23:01:00,"Wednesday","MAIN STREET STATION","SUO",0,0,NA,"BD","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"174",2024-01-03,23:06:00,"Wednesday","DUNDAS STATION","SUO",0,0,NA,"YU","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"175",2024-01-03,23:08:00,"Wednesday","OSSINGTON STATION","MUIS",0,0,NA,"BD","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"176",2024-01-03,23:22:00,"Wednesday","WARDEN STATION","SUDP",0,0,"E","BD","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"177",2024-01-03,23:44:00,"Wednesday","BLOOR STATION","SUAP",0,0,"S","YU","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"178",2024-01-03,00:13:00,"Wednesday","FINCH STATION","SUO",0,0,NA,"YU","Weekday","none",2024,"01","03",3.1,0.6,0,NA
