"","date","line","time","day","location","incident","min_delay","min_gap","bound","day_type","rush_type","Year","Month","Day","Max Temp (°C)","Min Temp (°C)","Total Precip (mm)","Snow on Grnd (cm)"
"1",2024-01-01,"505",02:45:00,"Monday","DUNDAS AND MCCAUL","Security",10,20,"W","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"2",2024-01-01,"505",03:06:00,"Monday","COLLEGE AND GLADSTONE","Emergency Services",52,72,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"3",2024-01-01,"503",03:21:00,"Monday","PARLIAMENT AND SHUTTER","Security",0,0,"N","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"4",2024-01-01,"505",03:53:00,"Monday","DUNDAS WEST STATION","Security",37,0,"W","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"5",2024-01-01,"600",04:27:00,"Monday","QUEEN AND BATHURST","Diversion",78,93,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"6",2024-01-01,"501",04:33:00,"Monday","QUEEN AND BATHRUST","Diversion",74,84,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"7",2024-01-01,"501",04:39:00,"Monday","QUEEN AND PORTLAND","Diversion",39,49,"W","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"8",2024-01-01,"507",04:52:00,"Monday","RONCESVALLES YARD","General Delay",6,18,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"9",2024-01-01,"506",04:53:00,"Monday","RONCESVALLE YARD","General Delay",13,28,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"10",2024-01-01,"501",04:54:00,"Monday","RONCESVALLES YARD","General Delay",15,30,"W","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"11",2024-01-01,"510",04:56:00,"Monday","UNION STATION","Security",10,40,NA,"Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"12",2024-01-01,"501",04:57:00,"Monday","RONCESVALLES YARD","General Delay",7,13,NA,"Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"13",2024-01-01,"507",05:04:00,"Monday","RONCESVALLES YARD","General Delay",12,24,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"14",2024-01-01,"506",05:05:00,"Monday","RONCESVALLES YARD","General Delay",10,20,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"15",2024-01-01,"501",05:09:00,"Monday","QUEEN AND PORTLAND","Diversion",39,49,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"16",2024-01-01,"501",05:09:00,"Monday","RONCEVALLES YARD","General Delay",3,13,"W","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"17",2024-01-01,"505",05:11:00,"Monday","RONCESVALLES YARD","General Delay",5,15,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"18",2024-01-01,"507",05:16:00,"Monday","RONCESVALLES CARHOUSE","General Delay",5,17,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"19",2024-01-01,"501",05:19:00,"Monday","RONCESVALLES YARD","General Delay",3,15,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"20",2024-01-01,"505",05:21:00,"Monday","RONCESVALLES YARD","General Delay",4,12,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"21",2024-01-01,"501",05:29:00,"Monday","RONCESVALLES YARD","General Delay",4,14,"W","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"22",2024-01-01,"506",05:31:00,"Monday","GERRARD AND LOGAN","General Delay",10,20,NA,"Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"23",2024-01-01,"501",05:39:00,"Monday","RONCESVALLES YARD","Held By",10,20,"W","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"24",2024-01-01,"501",05:49:00,"Monday","RONCESVALLES YARD","Held By",10,20,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"25",2024-01-01,"506",05:51:00,"Monday","RONCESVALLES YARD","Held By",7,17,"W","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"26",2024-01-01,"504",06:29:00,"Monday","SUNNYSIDE LOOP","Emergency Services",10,20,"S","Weekday","morning",2024,"01","01",-0.7,-3.1,0.1,2
"27",2024-01-01,"505",06:57:00,"Monday","DUNDAS AND CHURCH","Security",10,20,"E","Weekday","morning",2024,"01","01",-0.7,-3.1,0.1,2
"28",2024-01-01,"501",07:31:00,"Monday","QUEEN AND MCCAUL","Emergency Services",50,58,"E","Weekday","morning",2024,"01","01",-0.7,-3.1,0.1,2
"29",2024-01-01,"301",07:44:00,"Monday","QUEEN AND WOODBINE","Security",25,0,"E","Weekday","morning",2024,"01","01",-0.7,-3.1,0.1,2
"30",2024-01-01,"503",07:51:00,"Monday","RUSSELL YARD","Operations",8,18,"E","Weekday","morning",2024,"01","01",-0.7,-3.1,0.1,2
"31",2024-01-01,"504",08:29:00,"Monday","SUNNYSIDE LOOP","Security",10,20,NA,"Weekday","morning",2024,"01","01",-0.7,-3.1,0.1,2
"32",2024-01-01,"503",09:44:00,"Monday","KINGSTON AND WAVERLEY","General Delay",10,20,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"33",2024-01-01,"501",09:54:00,"Monday","RONCESVALLES YARD","Held By",4,14,"W","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"34",2024-01-01,"501",10:59:00,"Monday","QUEEN AND SUMACH","Mechanical",8,16,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"35",2024-01-01,"512",11:01:00,"Monday","ST CLAIR STATION","Collision - TTC Involved",7,14,"S","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"36",2024-01-01,"507",11:15:00,"Monday","RONCESVALLES YARD","General Delay",5,17,NA,"Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"37",2024-01-01,"505",11:30:00,"Monday","DUNDAS AND CHURCH","Security",10,20,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"38",2024-01-01,"512",12:38:00,"Monday","ST CLAIR AND BATHURST","Collision - TTC Involved",6,12,"W","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"39",2024-01-01,"501",13:15:00,"Monday","QUEEN AND UNIVERSITY","Operations",6,12,"N","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"40",2024-01-01,"501",14:26:00,"Monday","YORK AND WELLINGTON","Security",5,15,"N","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"41",2024-01-01,"501",15:27:00,"Monday","QUEEN AND SACKVILLE","Emergency Services",20,30,"W","Weekday","evening",2024,"01","01",-0.7,-3.1,0.1,2
"42",2024-01-01,"501",15:48:00,"Monday","WOLSELEY LOOP","Mechanical",6,12,"W","Weekday","evening",2024,"01","01",-0.7,-3.1,0.1,2
"43",2024-01-01,"501",17:22:00,"Monday","QUEEN AND JOHN","Mechanical",6,12,"W","Weekday","evening",2024,"01","01",-0.7,-3.1,0.1,2
"44",2024-01-01,"505",17:47:00,"Monday","DUNDAS AND HOWARD PARK","Cleaning - Unsanitary",10,20,"N","Weekday","evening",2024,"01","01",-0.7,-3.1,0.1,2
"45",2024-01-01,"505",17:53:00,"Monday","LANSDOWNE LOOP","Emergency Services",10,20,NA,"Weekday","evening",2024,"01","01",-0.7,-3.1,0.1,2
"46",2024-01-01,"504",18:26:00,"Monday","SUNNYSIDE LOOP","Security",10,20,NA,"Weekday","evening",2024,"01","01",-0.7,-3.1,0.1,2
"47",2024-01-01,"510",18:41:00,"Monday","QUEENS QUAY AND LOWER","Operations",3,7,"W","Weekday","evening",2024,"01","01",-0.7,-3.1,0.1,2
"48",2024-01-01,"504",18:45:00,"Monday","BROADVIEW AND WOLFREY","Mechanical",9,18,"W","Weekday","evening",2024,"01","01",-0.7,-3.1,0.1,2
"49",2024-01-01,"509",20:17:00,"Monday","QUEENS QUAY LOOP - 21","Security",10,20,"W","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"50",2024-01-01,"510",20:58:00,"Monday","UNION STREETCAR TUNNEL","Security",12,22,NA,"Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"51",2024-01-01,"509",21:09:00,"Monday","UNION STATION","Diversion",7,17,NA,"Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"52",2024-01-01,"505",21:14:00,"Monday","DUNDAS AND STERLING","Diversion",18,28,"W","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"53",2024-01-01,"506",21:22:00,"Monday","DUNDAS AND STERLING","Diversion",8,18,NA,"Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"54",2024-01-01,"506",22:26:00,"Monday","COLLEGE AND BAY","Cleaning - Unsanitary",10,20,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"55",2024-01-01,"507",22:41:00,"Monday","QUEEN AND DOWLING","Diversion",31,41,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"56",2024-01-01,"504",23:16:00,"Monday","THE QUEENSWAY AND KING","Held By",7,17,"W","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"57",2024-01-01,"509",00:08:00,"Monday","UNION STATION","Emergency Services",0,0,NA,"Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"58",2024-01-01,"510",00:10:00,"Monday","SPADINA AND BREMNER","Cleaning - Unsanitary",10,20,"N","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"59",2024-01-01,"512",00:47:00,"Monday","LANSDOWNE AND ST CLAIR","General Delay",5,15,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"60",2024-01-01,"501",00:49:00,"Monday","RICHMOND AND CHURCH","Emergency Services",10,20,"W","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"61",2024-01-01,"509",01:42:00,"Monday","EXHIBITION LOOP","Emergency Services",10,20,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"62",2024-01-01,"504",01:48:00,"Monday","DUNDAS AND BLOOR","Operations",8,18,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"63",2024-01-01,"504",01:50:00,"Monday","KINGSTON RD LOOP","Security",17,0,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"64",2024-01-01,"509",01:59:00,"Monday","KINGSTON RD LOOP","Security",17,0,"E","Weekday","none",2024,"01","01",-0.7,-3.1,0.1,2
"65",2024-01-02,"510",03:09:00,"Tuesday","QUEENS QUAY AND BAY","Mechanical",26,41,"E","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"66",2024-01-02,"501",04:51:00,"Tuesday","RONCESVALLES YARD","General Delay",4,12,"W","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"67",2024-01-02,"501",05:22:00,"Tuesday","RONCESVALLES YARD","Operations",8,16,NA,"Weekday","none",2024,"01","02",1.5,-1.5,0,0
"68",2024-01-02,"306",05:33:00,"Tuesday","KINGSTON LOOP","Security",0,0,NA,"Weekday","none",2024,"01","02",1.5,-1.5,0,0
"69",2024-01-02,"504",05:34:00,"Tuesday","KING AND CLOSE","Collision - TTC Involved",10,20,"E","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"70",2024-01-02,"507",05:43:00,"Tuesday","LONG BRANCH LOOP","Mechanical",10,20,"E","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"71",2024-01-02,"503",06:07:00,"Tuesday","RUSSELL DIVISION","Operations",9,18,"N","Weekday","morning",2024,"01","02",1.5,-1.5,0,0
"72",2024-01-02,"510",06:43:00,"Tuesday","LESLIE CARHOUSE","Operations",10,20,NA,"Weekday","morning",2024,"01","02",1.5,-1.5,0,0
"73",2024-01-02,"504",06:48:00,"Tuesday","KING AND QUEEN","Security",10,20,"W","Weekday","morning",2024,"01","02",1.5,-1.5,0,0
"74",2024-01-02,"506",07:17:00,"Tuesday","GERRARD AND BROADVIEW","General Delay",10,20,"E","Weekday","morning",2024,"01","02",1.5,-1.5,0,0
"75",2024-01-02,"507",07:53:00,"Tuesday","LESLIE DIVISION","Operations",10,20,NA,"Weekday","morning",2024,"01","02",1.5,-1.5,0,0
"76",2024-01-02,"510",08:34:00,"Tuesday","QUEENS QUAY AND REESE","General Delay",10,20,NA,"Weekday","morning",2024,"01","02",1.5,-1.5,0,0
"77",2024-01-02,"510",08:39:00,"Tuesday","SPADINA AND QUEEN'S QU","Emergency Services",10,20,NA,"Weekday","morning",2024,"01","02",1.5,-1.5,0,0
"78",2024-01-02,"504",09:48:00,"Tuesday","KING AND SHAW.","Investigation",0,0,"E","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"79",2024-01-02,"505",12:31:00,"Tuesday","QUEEN AND KINGSTON","Emergency Services",10,20,"E","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"80",2024-01-02,"503",12:46:00,"Tuesday","QUEEN AND KINGSTON","Security",7,15,"E","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"81",2024-01-02,"505",12:55:00,"Tuesday","QUEEN AND COXWELL","Cleaning - Unsanitary",10,20,"W","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"82",2024-01-02,"503",13:16:00,"Tuesday","KING AND SUMAC","Rail/Switches",0,0,"E","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"83",2024-01-02,"501",13:31:00,"Tuesday","QUEEN AND SPADINA","Operations",3,8,"E","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"84",2024-01-02,"510",13:59:00,"Tuesday","969 QUEEN ST E","Operations",10,20,"N","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"85",2024-01-02,"512",14:40:00,"Tuesday","LANSDOWNE AND ST. CLAI","Mechanical",6,12,"W","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"86",2024-01-02,"501",14:43:00,"Tuesday","BROADVIEW AND MOUNTSTE","Operations",6,12,"E","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"87",2024-01-02,"501",15:30:00,"Tuesday","CHURCH AND KING","Operations",28,38,"S","Weekday","evening",2024,"01","02",1.5,-1.5,0,0
"88",2024-01-02,"505",16:39:00,"Tuesday","DUNDAS WEST STATION","Operations",10,20,"E","Weekday","evening",2024,"01","02",1.5,-1.5,0,0
"89",2024-01-02,"512",16:49:00,"Tuesday","QUEENSWAY GARAGE","Mechanical",6,12,"E","Weekday","evening",2024,"01","02",1.5,-1.5,0,0
"90",2024-01-02,"510",18:23:00,"Tuesday","QUEENS QUAY LOOP","Security",10,20,"S","Weekday","evening",2024,"01","02",1.5,-1.5,0,0
"91",2024-01-02,"509",18:33:00,"Tuesday","BATHURST AND QUEENS QU","General Delay",0,0,"W","Weekday","evening",2024,"01","02",1.5,-1.5,0,0
"92",2024-01-02,"506",20:07:00,"Tuesday","HOWARD PARK AND RONCES","Cleaning - Unsanitary",10,20,"W","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"93",2024-01-02,"504",20:23:00,"Tuesday","DISTRILLERY LOOP","Emergency Services",10,20,NA,"Weekday","none",2024,"01","02",1.5,-1.5,0,0
"94",2024-01-02,"501",20:42:00,"Tuesday","QUEEN AND JOHN","Cleaning - Unsanitary",10,20,"E","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"95",2024-01-02,"510",20:53:00,"Tuesday","SPADINA STATION","Security",10,20,NA,"Weekday","none",2024,"01","02",1.5,-1.5,0,0
"96",2024-01-02,"504",00:07:00,"Tuesday","KING AND SPADINA","Utilized Off Route",10,20,"W","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"97",2024-01-02,"504",00:37:00,"Tuesday","KING AND QUEEN","Utilized Off Route",10,20,"W","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"98",2024-01-02,"504",00:40:00,"Tuesday","KING AND CHARLOTTE","Held By",20,30,"E","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"99",2024-01-02,"504",00:40:00,"Tuesday","KING AND CHARLOTTE STR","Diversion",20,30,"E","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"100",2024-01-02,"503",00:43:00,"Tuesday","KING AND PETER ST","Diversion",20,30,NA,"Weekday","none",2024,"01","02",1.5,-1.5,0,0
"101",2024-01-02,"505",00:57:00,"Tuesday","LANSDOWNE LOOP","Emergency Services",0,0,NA,"Weekday","none",2024,"01","02",1.5,-1.5,0,0
"102",2024-01-02,"504",01:06:00,"Tuesday","QUEEN AND LESLIE","Emergency Services",0,0,"E","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"103",2024-01-02,"501",01:16:00,"Tuesday","QUEEN AND LESLIE","Diversion",20,30,"E","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"104",2024-01-02,"503",01:18:00,"Tuesday","QUEEN AND LESLIE","Diversion",20,30,"E","Weekday","none",2024,"01","02",1.5,-1.5,0,0
"105",2024-01-02,"505",01:28:00,"Tuesday","LANSDOWNE LOOP","Emergency Services",10,20,NA,"Weekday","none",2024,"01","02",1.5,-1.5,0,0
"106",2024-01-02,"505",01:43:00,"Tuesday","QUEEN AND EASTERN","Security",0,0,NA,"Weekday","none",2024,"01","02",1.5,-1.5,0,0
"107",2024-01-03,"504",02:02:00,"Wednesday","DUNDAS WEST STATION","Security",10,20,"W","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"108",2024-01-03,"301",02:49:00,"Wednesday","LONG BRANCH LOOP","Held By",17,34,NA,"Weekday","none",2024,"01","03",3.1,0.6,0,NA
"109",2024-01-03,"504",04:55:00,"Wednesday","CHURCH AND ADELAIDE","Mechanical",7,15,"E","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"110",2024-01-03,"501",05:32:00,"Wednesday","NEVILLE PARK LOOP","Security",0,0,NA,"Weekday","none",2024,"01","03",3.1,0.6,0,NA
"111",2024-01-03,"501",05:34:00,"Wednesday","BATHURST AND BANNOCKBU","Mechanical",7,15,"S","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"112",2024-01-03,"512",05:53:00,"Wednesday","ST CLAIR STATION","Operations",6,12,"W","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"113",2024-01-03,"510",06:32:00,"Wednesday","FERRY DOCKS STATION","Security",7,17,NA,"Weekday","morning",2024,"01","03",3.1,0.6,0,NA
"114",2024-01-03,"509",06:35:00,"Wednesday","QUEENS QUAY AND REES","Diversion",10,19,"E","Weekday","morning",2024,"01","03",3.1,0.6,0,NA
"115",2024-01-03,"501",06:38:00,"Wednesday","MCCAUL AND QUEEN","Security",15,23,"E","Weekday","morning",2024,"01","03",3.1,0.6,0,NA
"116",2024-01-03,"509",06:48:00,"Wednesday","QUEENS QUAY STATION","General Delay",0,0,"E","Weekday","morning",2024,"01","03",3.1,0.6,0,NA
"117",2024-01-03,"506",07:24:00,"Wednesday","RONCESVALLES YARD","Operations",7,14,NA,"Weekday","morning",2024,"01","03",3.1,0.6,0,NA
"118",2024-01-03,"501",07:48:00,"Wednesday","QUEEN AND BEECH","Operations",7,15,"W","Weekday","morning",2024,"01","03",3.1,0.6,0,NA
"119",2024-01-03,"504",07:52:00,"Wednesday","BERKERLEY AND KING","Emergency Services",6,12,"N","Weekday","morning",2024,"01","03",3.1,0.6,0,NA
"120",2024-01-03,"505",09:15:00,"Wednesday","QUEEN AND KINGSTON","Cleaning - Unsanitary",10,20,"N","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"121",2024-01-03,"503",10:16:00,"Wednesday","QUEEN AND WOODFIELD","General Delay",10,20,"W","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"122",2024-01-03,"501",10:22:00,"Wednesday","QUEEN AND WOODFIELD","Operations",8,16,"W","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"123",2024-01-03,"504",11:23:00,"Wednesday","KING AND SHERBOURNE","Operations",6,12,"E","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"124",2024-01-03,"501",11:49:00,"Wednesday","MUNRO AND GERRARD","Cleaning - Unsanitary",8,16,"W","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"125",2024-01-03,"503",11:55:00,"Wednesday","CHARLOTTE LOOP","Security",23,33,NA,"Weekday","none",2024,"01","03",3.1,0.6,0,NA
"126",2024-01-03,"506",12:01:00,"Wednesday","MAIN STREET STATION","Cleaning - Unsanitary",10,20,"S","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"127",2024-01-03,"512",12:14:00,"Wednesday","ST CLAIR AND ALVIN","Emergency Services",5,10,"W","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"128",2024-01-03,"506",13:16:00,"Wednesday","BROADVIEW AND DUNDAS","Rail/Switches",0,0,"N","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"129",2024-01-03,"501",13:31:00,"Wednesday","361 BROADVIEW AVE","Operations",3,8,"E","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"130",2024-01-03,"504",14:08:00,"Wednesday","RONCESVALLES AND MARMA","Investigation",10,20,"N","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"131",2024-01-03,"504",14:12:00,"Wednesday","CASTLE FRANK STATION","Investigation",6,12,NA,"Weekday","none",2024,"01","03",3.1,0.6,0,NA
"132",2024-01-03,"504",14:55:00,"Wednesday","KING AND QUEEN","Emergency Services",10,20,"W","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"133",2024-01-03,"505",15:06:00,"Wednesday","DUNDAS AND OSSINGTON","Cleaning - Unsanitary",10,20,"E","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"134",2024-01-03,"504",16:47:00,"Wednesday","DUNDAS WEST STATION","Cleaning - Unsanitary",10,20,"W","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"135",2024-01-03,"506",16:55:00,"Wednesday","HOWARD AND RONCEVALLES","Mechanical",10,20,"N","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"136",2024-01-03,"507",16:59:00,"Wednesday","LAKESHORE AND TWENTY S","Diversion",123,133,"W","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"137",2024-01-03,"508",17:07:00,"Wednesday","LAKESHORE AND KIPLING","Diversion",109,119,NA,"Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"138",2024-01-03,"512",17:41:00,"Wednesday","ST. CLAIR STATION","Operations",6,12,"W","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"139",2024-01-03,"503",17:42:00,"Wednesday","QUEEN AND JONES","Mechanical",10,20,"E","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"140",2024-01-03,"501",17:44:00,"Wednesday","RONCESVALLES AND QUEEN","Mechanical",10,20,"S","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"141",2024-01-03,"501",17:46:00,"Wednesday","BROADVIEW AND QUEEN","Utilized Off Route",4,0,"E","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"142",2024-01-03,"504",18:16:00,"Wednesday","HOWARD PARK AND RONCES","Cleaning - Unsanitary",10,20,"S","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"143",2024-01-03,"503",18:41:00,"Wednesday","CHARLOTTE LOOP","Operations",10,20,"W","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"144",2024-01-03,"511",18:58:00,"Wednesday","BATHURST STAION","Operations",40,50,"N","Weekday","evening",2024,"01","03",3.1,0.6,0,NA
"145",2024-01-03,"501",19:02:00,"Wednesday","BATHURST AND WILLIS","Utilized Off Route",5,10,"W","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"146",2024-01-03,"504",19:35:00,"Wednesday","BATHURST AND KING","Operations",10,20,"W","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"147",2024-01-03,"503",20:41:00,"Wednesday","QUEEN AND CARLAW","Security",10,20,"W","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"148",2024-01-03,"507",20:52:00,"Wednesday","LAKESHORE AND LEGION","Diversion",10,20,NA,"Weekday","none",2024,"01","03",3.1,0.6,0,NA
"149",2024-01-03,"501",21:00:00,"Wednesday","358 QUEEN ST E","Security",10,20,"W","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"150",2024-01-03,"504",21:18:00,"Wednesday","DISTILLERY LOOP","Cleaning - Unsanitary",10,20,"W","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"151",2024-01-03,"505",21:47:00,"Wednesday","KINGSTON ROAD LOOP","Security",10,20,NA,"Weekday","none",2024,"01","03",3.1,0.6,0,NA
"152",2024-01-03,"501",21:51:00,"Wednesday","KINGSTON LOOP","Security",10,20,NA,"Weekday","none",2024,"01","03",3.1,0.6,0,NA
"153",2024-01-03,"504",23:23:00,"Wednesday","KING AND SUMACH","Operations",10,20,"W","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"154",2024-01-03,"504",00:11:00,"Wednesday","KING AND UNIVERSITY","Held By",7,17,"W","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"155",2024-01-03,"509",00:33:00,"Wednesday","QUEENS QUAY AND BATHUR","Mechanical",10,20,"E","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"156",2024-01-03,"501",01:08:00,"Wednesday","BROADVIEW AND QUEEN","Utilized Off Route",12,24,"W","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"157",2024-01-03,"511",01:42:00,"Wednesday","BATHURST AND HERRICK","Security",0,0,"N","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"158",2024-01-03,"501",01:50:00,"Wednesday","KINGSTON RD LOOP","Security",0,0,"W","Weekday","none",2024,"01","03",3.1,0.6,0,NA
"159",2024-01-04,"506",02:43:00,"Thursday","DUNDAS AND RONCESVALLE","Diversion",46,66,"W","Weekday","none",2024,"01","04",1.8,-6,0,NA
"160",2024-01-04,"600",03:27:00,"Thursday","NEVILLE LOOP","Emergency Services",30,55,NA,"Weekday","none",2024,"01","04",1.8,-6,0,NA
"161",2024-01-04,"504",04:30:00,"Thursday","BROADVIEW STATION","Operations",6,12,NA,"Weekday","none",2024,"01","04",1.8,-6,0,NA
"162",2024-01-04,"505",05:54:00,"Thursday","DUNDAS AND OSSINGTON","Mechanical",10,20,"E","Weekday","none",2024,"01","04",1.8,-6,0,NA
"163",2024-01-04,"512",07:21:00,"Thursday","GUNNS RD AND ST.CLAIR","Collision - TTC Involved",3,6,"S","Weekday","morning",2024,"01","04",1.8,-6,0,NA
"164",2024-01-04,"501",07:46:00,"Thursday","CHURCH AND LOMBARD","Cleaning - Unsanitary",5,10,"W","Weekday","morning",2024,"01","04",1.8,-6,0,NA
"165",2024-01-04,"501",08:22:00,"Thursday","RICHMOND AND VICTORIA","Security",0,0,"W","Weekday","morning",2024,"01","04",1.8,-6,0,NA
"166",2024-01-04,"512",08:39:00,"Thursday","ST CLAIR AND AVENUE RD","Collision - TTC Involved",3,6,"W","Weekday","morning",2024,"01","04",1.8,-6,0,NA
"167",2024-01-04,"504",09:08:00,"Thursday","KING AND STRACHAN AVE","Security",0,0,"W","Weekday","none",2024,"01","04",1.8,-6,0,NA
"168",2024-01-04,"504",09:11:00,"Thursday","KING AND BATHURST","Mechanical",10,20,"W","Weekday","none",2024,"01","04",1.8,-6,0,NA
"169",2024-01-04,"512",09:25:00,"Thursday","ST CLAIR AND PRESCOTT","Collision - TTC Involved",3,6,"W","Weekday","none",2024,"01","04",1.8,-6,0,NA
"170",2024-01-04,"501",09:48:00,"Thursday","GERRARD AND MUNRO","Security",8,16,"W","Weekday","none",2024,"01","04",1.8,-6,0,NA
"171",2024-01-04,"501",09:56:00,"Thursday","WILSON DIVISION","Operations",5,10,"S","Weekday","none",2024,"01","04",1.8,-6,0,NA
"172",2024-01-04,"501",10:07:00,"Thursday","GERRARD AND MUNRO","Security",8,16,"W","Weekday","none",2024,"01","04",1.8,-6,0,NA
