"","date","line","time","day","location","incident","min_delay","min_gap","bound","day_type","rush_type","Year","Month","Day","Max Temp (°C)","Min Temp (°C)","Total Precip (mm)","Snow on Grnd (cm)"
"1668",2024-02-08,"505",16:43:00,"Thursday","DUNDAS AND BEVERLEY","Security",10,20,"W","Weekday","evening",2024,"02","08",8.6,1.3,0,NA
"1669",2024-02-08,"509",18:26:00,"Thursday","FLEET AND BATHURST","General Delay",0,0,"E","Weekday","evening",2024,"02","08",8.6,1.3,0,NA
"1670",2024-02-08,"510",18:45:00,"Thursday","QUEENS QUAY AND REES","Operations",10,20,"N","Weekday","evening",2024,"02","08",8.6,1.3,0,NA
"1671",2024-02-08,"501",20:08:00,"Thursday","WOLSELEY LOOP","Cleaning - Unsanitary",9,18,"W","Weekday","none",2024,"02","08",8.6,1.3,0,NA
"1672",2024-02-08,"504",20:15:00,"Thursday","KING AND CHURCH","General Delay",0,0,"W","Weekday","none",2024,"02","08",8.6,1.3,0,NA
"1673",2024-02-08,"512",22:44:00,"Thursday","ST CLAIR STATION","Investigation",0,0,"E","Weekday","none",2024,"02","08",8.6,1.3,0,NA
"1674",2024-02-08,"501",23:19:00,"Thursday","NEVILLE PARK LOOP","Security",22,32,"W","Weekday","none",2024,"02","08",8.6,1.3,0,NA
"1675",2024-02-08,"501",23:20:00,"Thursday","RONCESVALLES AND QUEEN","Cleaning - Unsanitary",10,20,"S","Weekday","none",2024,"02","08",8.6,1.3,0,NA
"1676",2024-02-08,"504",23:24:00,"Thursday","BERKELEY AND KING","Mechanical",10,20,"N","Weekday","none",2024,"02","08",8.6,1.3,0,NA
"1677",2024-02-08,"510",23:29:00,"Thursday","SPADINA AND DUNDAS","Mechanical",10,20,"S","Weekday","none",2024,"02","08",8.6,1.3,0,NA
"1678",2024-02-08,"505",23:31:00,"Thursday","DUNDAS AND BATHURST","General Delay",10,20,"E","Weekday","none",2024,"02","08",8.6,1.3,0,NA
"1679",2024-02-08,"511",00:11:00,"Thursday","FLEET AND FORT YORK","Diversion",90,100,NA,"Weekday","none",2024,"02","08",8.6,1.3,0,NA
"1680",2024-02-08,"506",00:41:00,"Thursday","BATHURST AND COLLEGE","Diversion",12,22,"E","Weekday","none",2024,"02","08",8.6,1.3,0,NA
"1681",2024-02-08,"505",00:43:00,"Thursday","COLLEGE AND AUGUST","Operations",10,20,"E","Weekday","none",2024,"02","08",8.6,1.3,0,NA
"1682",2024-02-08,"505",01:52:00,"Thursday","DUNDAS WEST STATION","Emergency Services",0,0,"W","Weekday","none",2024,"02","08",8.6,1.3,0,NA
"1683",2024-02-09,"504",02:15:00,"Friday","DISTILLERY LOOP","Emergency Services",17,27,"N","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1684",2024-02-09,"510",02:56:00,"Friday","QUEENS QUAY WEST AND L","Operations",30,60,"E","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1685",2024-02-09,"301",03:15:00,"Friday","LAKE SHORE AND ISLINGT","Mechanical",20,37,"E","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1686",2024-02-09,"504",03:56:00,"Friday","KING AND PORTLAND","Utilized Off Route",10,20,"E","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1687",2024-02-09,"600",05:03:00,"Friday","ISLINGTON AND LAKESHOR","Cleaning - Unsanitary",22,47,NA,"Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1688",2024-02-09,"501",05:21:00,"Friday","HUMBER LOOP","Mechanical",10,20,"E","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1689",2024-02-09,"301",05:35:00,"Friday","LONGBRANCH LOOP","Security",25,25,NA,"Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1690",2024-02-09,"510",05:36:00,"Friday","UNION STATION","Emergency Services",11,20,"N","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1691",2024-02-09,"508",06:04:00,"Friday","QUEENSWAY AND RONCESVA","General Delay",32,0,"W","Weekday","morning",2024,"02","09",15.4,6.5,0.8,NA
"1692",2024-02-09,"504",06:31:00,"Friday","1108 KING ST W","Mechanical",4,8,NA,"Weekday","morning",2024,"02","09",15.4,6.5,0.8,NA
"1693",2024-02-09,"503",08:38:00,"Friday","CHARLOTTE LOOP","Cleaning - Unsanitary",6,12,"S","Weekday","morning",2024,"02","09",15.4,6.5,0.8,NA
"1694",2024-02-09,"510",08:53:00,"Friday","SPADINA AND WILLCOCKS","General Delay",10,20,"S","Weekday","morning",2024,"02","09",15.4,6.5,0.8,NA
"1695",2024-02-09,"509",10:45:00,"Friday","SPADINA QUEENSQUAY","Operations",10,20,"E","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1696",2024-02-09,"504",11:13:00,"Friday","DUFFERIN LOOP","Diversion",13,23,"W","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1697",2024-02-09,"501",13:12:00,"Friday","MCCAUL AND QUEEN","Held By",23,33,"S","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1698",2024-02-09,"504",14:26:00,"Friday","KING AND DUFFERIN","Operations",28,33,"W","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1699",2024-02-09,"504",14:40:00,"Friday","KING AND YONGE","Diversion",12,17,"E","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1700",2024-02-09,"505",14:51:00,"Friday","DUNDAS AND OSSIONGTON","Mechanical",10,20,"W","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1701",2024-02-09,"501",15:22:00,"Friday","WOLSELEY LOOP","Operations",5,10,"W","Weekday","evening",2024,"02","09",15.4,6.5,0.8,NA
"1702",2024-02-09,"512",16:27:00,"Friday","ST. CLAIR AND RUSHTON","Diversion",109,115,"E","Weekday","evening",2024,"02","09",15.4,6.5,0.8,NA
"1703",2024-02-09,"501",16:40:00,"Friday","QUEEN AND COXWELL","Operations",21,31,"W","Weekday","evening",2024,"02","09",15.4,6.5,0.8,NA
"1704",2024-02-09,"512",16:44:00,"Friday","ST CLAIR AND CHRISTIE","Diversion",109,115,"W","Weekday","evening",2024,"02","09",15.4,6.5,0.8,NA
"1705",2024-02-09,"505",16:45:00,"Friday","QUEEN AND COXWELL","Diversion",17,27,"W","Weekday","evening",2024,"02","09",15.4,6.5,0.8,NA
"1706",2024-02-09,"506",17:37:00,"Friday","GERRARD AND BROADVIEW","General Delay",15,20,NA,"Weekday","evening",2024,"02","09",15.4,6.5,0.8,NA
"1707",2024-02-09,"501",18:26:00,"Friday","QUEEN AND MCFARRENS","Cleaning - Unsanitary",5,10,"W","Weekday","evening",2024,"02","09",15.4,6.5,0.8,NA
"1708",2024-02-09,"506",19:16:00,"Friday","MAIN STREET STATION","Emergency Services",16,26,NA,"Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1709",2024-02-09,"506",19:25:00,"Friday","HOWARD PARK AND RONCES","Mechanical",10,20,"W","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1710",2024-02-09,"510",19:38:00,"Friday","SPADINA AND DUNDAS","Emergency Services",35,45,"N","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1711",2024-02-09,"504",20:53:00,"Friday","ADELAIDE AND CHURCH","Emergency Services",10,20,"E","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1712",2024-02-09,"505",20:55:00,"Friday","DUNDAS AND HOWARD PARK","Operations",15,25,"E","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1713",2024-02-09,"506",21:20:00,"Friday","COLLEGE AND DUFFERIN","Emergency Services",0,0,"W","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1714",2024-02-09,"504",22:03:00,"Friday","BROADVIEW STATION","Collision - TTC Involved",10,20,NA,"Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1715",2024-02-09,"503",22:31:00,"Friday","QUEENS QUAY LOOP","Security",10,20,NA,"Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1716",2024-02-09,"510",22:31:00,"Friday","SPADINA STATION","Emergency Services",164,174,NA,"Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1717",2024-02-09,"505",23:10:00,"Friday","DUNDAS AND REGENT ST","Mechanical",10,20,"W","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1718",2024-02-09,"510",23:32:00,"Friday","SPADINA AND QUEEN","Utilized Off Route",10,20,"E","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1719",2024-02-09,"505",23:51:00,"Friday","DUNDAS AND SHERBOURNE","Operations",10,20,"E","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1720",2024-02-09,"504",01:27:00,"Friday","DISTILLERY LOOP","Cleaning - Unsanitary",10,20,"W","Weekday","none",2024,"02","09",15.4,6.5,0.8,NA
"1721",2024-02-10,"511",02:47:00,"Saturday","KINGSTON RD LOOP","Security",40,0,"E","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1722",2024-02-10,"600",04:17:00,"Saturday","NEVILLE PARK LOOP","Emergency Services",25,50,NA,"Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1723",2024-02-10,"600",07:07:00,"Saturday","DUNDAS WEST STATION","Mechanical",0,0,NA,"Weekend","morning",2024,"02","10",11.4,3.8,0,NA
"1724",2024-02-10,"504",07:47:00,"Saturday","RONCESVALLES YARD","Operations",10,20,NA,"Weekend","morning",2024,"02","10",11.4,3.8,0,NA
"1725",2024-02-10,"504",07:53:00,"Saturday","LESLIE BARNS","Operations",11,32,NA,"Weekend","morning",2024,"02","10",11.4,3.8,0,NA
"1726",2024-02-10,"504",08:33:00,"Saturday","KING AND SHAW","Cleaning - Unsanitary",10,20,"E","Weekend","morning",2024,"02","10",11.4,3.8,0,NA
"1727",2024-02-10,"505",09:26:00,"Saturday","KINGSTON/QUEEN LOOP","Operations",10,20,NA,"Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1728",2024-02-10,"501",09:45:00,"Saturday","QUEEN AND KINGSTON","Mechanical",10,20,"E","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1729",2024-02-10,"506",09:57:00,"Saturday","GERRARD AND LOGAN","Investigation",10,20,"E","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1730",2024-02-10,"501",12:03:00,"Saturday","QUEEN AND BAY","Operations",5,10,"E","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1731",2024-02-10,"501",12:19:00,"Saturday","RICHMOND AND YONGE","Operations",5,10,"W","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1732",2024-02-10,"501",12:35:00,"Saturday","BATHURST AND CARR","Cleaning - Unsanitary",5,10,"N","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1733",2024-02-10,"506",12:53:00,"Saturday","COLLEGE AND LANSDOWNE","Mechanical",10,20,"W","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1734",2024-02-10,"504",13:02:00,"Saturday","BERKELEY AND KING","Cleaning - Unsanitary",5,10,"N","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1735",2024-02-10,"503",13:42:00,"Saturday","QUEEN AND GREENWOOD","Collision - TTC Involved",10,20,"E","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1736",2024-02-10,"509",13:42:00,"Saturday","CNE LOOP","Emergency Services",9,17,"E","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1737",2024-02-10,"501",13:44:00,"Saturday","SPADINA AND QUEEN","Operations",5,10,"W","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1738",2024-02-10,"501",13:49:00,"Saturday","QUEEN AND GREENWOOD","Diversion",10,20,"E","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1739",2024-02-10,"511",13:50:00,"Saturday","CNE LOOP","Diversion",8,16,"S","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1740",2024-02-10,"507",14:00:00,"Saturday","ROYAL YORK AND LAKE SH","Mechanical",10,20,"W","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1741",2024-02-10,"505",14:14:00,"Saturday","COXWELL LOOP","Security",10,20,"E","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1742",2024-02-10,"501",14:17:00,"Saturday","MUNRO AND GERRARD","Utilized Off Route",5,10,"W","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1743",2024-02-10,"501",14:30:00,"Saturday","MUNRO AND GERRARD","Utilized Off Route",5,10,"W","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1744",2024-02-10,"505",14:46:00,"Saturday","DUNDAS AND SPADINA","Emergency Services",30,40,"W","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1745",2024-02-10,"504",15:01:00,"Saturday","RONCESVALLES AND QUEEN","Mechanical",10,58,"N","Weekend","evening",2024,"02","10",11.4,3.8,0,NA
"1746",2024-02-10,"505",15:18:00,"Saturday","BAY AND DUNDAS","Emergency Services",10,20,"N","Weekend","evening",2024,"02","10",11.4,3.8,0,NA
"1747",2024-02-10,"505",15:29:00,"Saturday","DUNDAS ST WEST AND MCC","Utilized Off Route",5,10,"W","Weekend","evening",2024,"02","10",11.4,3.8,0,NA
"1748",2024-02-10,"505",15:58:00,"Saturday","DUNDAS AND DUFFERIN","Diversion",15,25,"W","Weekend","evening",2024,"02","10",11.4,3.8,0,NA
"1749",2024-02-10,"504",15:59:00,"Saturday","BROADVIEW AND QUEEN","Cleaning - Unsanitary",5,10,"E","Weekend","evening",2024,"02","10",11.4,3.8,0,NA
"1750",2024-02-10,"504",16:05:00,"Saturday","DUNDAS WEST STATION","Diversion",10,34,"W","Weekend","evening",2024,"02","10",11.4,3.8,0,NA
"1751",2024-02-10,"512",16:08:00,"Saturday","ST CLAIR AND CALEDONIA","Security",6,12,"W","Weekend","evening",2024,"02","10",11.4,3.8,0,NA
"1752",2024-02-10,"512",16:15:00,"Saturday","ST. CLAIR STATION","Operations",6,12,"W","Weekend","evening",2024,"02","10",11.4,3.8,0,NA
"1753",2024-02-10,"504",17:52:00,"Saturday","BERKELEY AND KING","Mechanical",5,10,"N","Weekend","evening",2024,"02","10",11.4,3.8,0,NA
"1754",2024-02-10,"509",18:04:00,"Saturday","BATHURST AND FLEET","Mechanical",10,20,"E","Weekend","evening",2024,"02","10",11.4,3.8,0,NA
"1755",2024-02-10,"510",18:26:00,"Saturday","SPADINA STATION","Diversion",37,47,"N","Weekend","evening",2024,"02","10",11.4,3.8,0,NA
"1756",2024-02-10,"506",18:27:00,"Saturday","HIGH PARK LOOP","Emergency Services",17,26,"E","Weekend","evening",2024,"02","10",11.4,3.8,0,NA
"1757",2024-02-10,"501",18:28:00,"Saturday","QUEEN AND YORK","General Delay",0,0,"E","Weekend","evening",2024,"02","10",11.4,3.8,0,NA
"1758",2024-02-10,"504",18:43:00,"Saturday","DUFFERIN AND LIBERTY","Emergency Services",10,42,"N","Weekend","evening",2024,"02","10",11.4,3.8,0,NA
"1759",2024-02-10,"509",18:45:00,"Saturday","BATHURST AND FLEET","General Delay",0,0,"S","Weekend","evening",2024,"02","10",11.4,3.8,0,NA
"1760",2024-02-10,"510",19:02:00,"Saturday","BATHURST STATION","Emergency Services",10,20,"S","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1761",2024-02-10,"505",21:20:00,"Saturday","DUNDAS AND YONGE","General Delay",11,21,"W","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1762",2024-02-10,"510",21:21:00,"Saturday","SPADINA AND COLLEGE","Diversion",37,47,"S","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1763",2024-02-10,"505",22:55:00,"Saturday","25 KINGSTON RD","Cleaning - Unsanitary",10,20,"E","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1764",2024-02-10,"511",22:58:00,"Saturday","BATHURST AND FLEET","General Delay",18,28,"W","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1765",2024-02-10,"501",23:04:00,"Saturday","RICHMOND AND VICTORIA","Security",0,0,"W","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1766",2024-02-10,"504",01:21:00,"Saturday","KING AND BLUE JAYS WAY","Held By",10,20,"E","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1767",2024-02-10,"503",01:30:00,"Saturday","KING AND BLUE JAYS WAY","Held By",10,20,"E","Weekend","none",2024,"02","10",11.4,3.8,0,NA
"1768",2024-02-11,NA,04:01:00,"Sunday","RUSSELL CARHOUSE","Operations",0,0,NA,"Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1769",2024-02-11,"304",05:02:00,"Sunday","BATHURST STATION","Security",0,0,NA,"Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1770",2024-02-11,"306",05:29:00,"Sunday","KINGSTON LOOP","Security",0,0,"S","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1771",2024-02-11,"509",06:02:00,"Sunday","BATHURST AND FLEET","General Delay",0,0,"W","Weekend","morning",2024,"02","11",3.9,1.9,0,NA
"1772",2024-02-11,"510",06:07:00,"Sunday","QUEEN AND LESLIE","Security",0,0,"E","Weekend","morning",2024,"02","11",3.9,1.9,0,NA
"1773",2024-02-11,"501",06:10:00,"Sunday","QUEEN AND UNIVERSITY","Security",15,30,"W","Weekend","morning",2024,"02","11",3.9,1.9,0,NA
"1774",2024-02-11,"505",08:22:00,"Sunday","KINGSTON LOOP","Emergency Services",10,20,NA,"Weekend","morning",2024,"02","11",3.9,1.9,0,NA
"1775",2024-02-11,"510",08:36:00,"Sunday","SPADINA AND DUNDAS","Cleaning - Unsanitary",10,20,"S","Weekend","morning",2024,"02","11",3.9,1.9,0,NA
"1776",2024-02-11,"510",10:44:00,"Sunday","SPADINA AND DUNDAS","Cleaning - Unsanitary",9,18,NA,"Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1777",2024-02-11,"503",10:48:00,"Sunday","QUEEN AND CARLAW","Emergency Services",24,34,"E","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1778",2024-02-11,"501",10:55:00,"Sunday","BROADVIEW AND QUEEN","Utilized Off Route",9,18,"W","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1779",2024-02-11,"504",10:57:00,"Sunday","BROADVIEW AND QUEEN","Utilized Off Route",9,18,"E","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1780",2024-02-11,"503",11:09:00,"Sunday","QUEEN AND GREENWOOD","Diversion",14,24,"E","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1781",2024-02-11,"505",11:11:00,"Sunday","1356 QUEEN STREET","Held By",10,20,"E","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1782",2024-02-11,"504",11:45:00,"Sunday","EGLINTON GARAGE","Mechanical",8,16,"W","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1783",2024-02-11,"501",11:55:00,"Sunday","QUEEN AND RONCESVALLES","Operations",10,20,"W","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1784",2024-02-11,"505",12:41:00,"Sunday","COXWELL AND LOWER GERR","General Delay",10,20,"S","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1785",2024-02-11,"504",13:02:00,"Sunday","BROADVIEW STATION","Cleaning - Unsanitary",6,12,"E","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1786",2024-02-11,"510",13:49:00,"Sunday","SPADINA AND COLLEGE","Mechanical",10,20,"N","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1787",2024-02-11,"505",14:11:00,"Sunday","GERRARD AND DE GRASSI","Emergency Services",10,20,"E","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1788",2024-02-11,"505",14:15:00,"Sunday","DUNDAS AND BROADVIEW","Diversion",23,33,"E","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1789",2024-02-11,"506",14:19:00,"Sunday","BROADVIEW AND GERRARD","Diversion",24,34,"E","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1790",2024-02-11,"501",14:21:00,"Sunday","BROADVIEW AND MOUNTSTE","Utilized Off Route",5,10,"W","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1791",2024-02-11,"501",14:32:00,"Sunday","QUEEN AND COADY","Security",10,20,"W","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1792",2024-02-11,"501",14:39:00,"Sunday","RICHMOND AND CHURCH","Security",10,20,"W","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1793",2024-02-11,"505",14:40:00,"Sunday","BROADVIEW AND GERRARD","General Delay",0,0,"E","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1794",2024-02-11,"503",14:48:00,"Sunday","QUEEN AND COADY","Diversion",10,20,"W","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1795",2024-02-11,"501",16:50:00,"Sunday","MCCAUL LOOP","Operations",10,20,"W","Weekend","evening",2024,"02","11",3.9,1.9,0,NA
"1796",2024-02-11,"505",17:21:00,"Sunday","QUEEN AND COXWELL","General Delay",10,20,"S","Weekend","evening",2024,"02","11",3.9,1.9,0,NA
"1797",2024-02-11,"510",17:47:00,"Sunday","SPADINA AND COLLEGE","Mechanical",10,20,"N","Weekend","evening",2024,"02","11",3.9,1.9,0,NA
"1798",2024-02-11,"509",18:08:00,"Sunday","FLEET AND BATHURST","General Delay",0,0,"W","Weekend","evening",2024,"02","11",3.9,1.9,0,NA
"1799",2024-02-11,"509",18:29:00,"Sunday","BATHURST AND QUEEN'S Q","Operations",10,20,"W","Weekend","evening",2024,"02","11",3.9,1.9,0,NA
"1800",2024-02-11,"506",19:12:00,"Sunday","COLLEGE AND BORDEN","Held By",9,19,"E","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1801",2024-02-11,"510",19:13:00,"Sunday","SPADINA AND DUNDAS","Investigation",10,20,"S","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1802",2024-02-11,"505",20:03:00,"Sunday","DUNDAS WEST STATION","Security",10,20,"E","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1803",2024-02-11,"501",20:17:00,"Sunday","QUEEN AND AUGUSTA","Diversion",60,70,"E","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1804",2024-02-11,"501",20:17:00,"Sunday","QUEEN AND FULLER","Diversion",94,104,"W","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1805",2024-02-11,"505",20:28:00,"Sunday","OSSINGTON AND DUNDAS","Diversion",5,10,"E","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1806",2024-02-11,"501",00:51:00,"Sunday","NEVILLE LOOP (2505 QUE","Diversion",3,13,"E","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1807",2024-02-11,"301",01:17:00,"Sunday","2286 QUEEN ST E","Mechanical",20,40,"W","Weekend","none",2024,"02","11",3.9,1.9,0,NA
"1808",2024-02-12,"304",05:41:00,"Monday","DUNDAS WEST STATION","Security",0,0,NA,"Weekday","none",2024,"02","12",3.9,-0.3,0,NA
"1809",2024-02-12,"501",07:15:00,"Monday","BATHURST AND QUEEN","Mechanical",5,10,"N","Weekday","morning",2024,"02","12",3.9,-0.3,0,NA
"1810",2024-02-12,"501",07:44:00,"Monday","RUSSELL CARHOUSE","Security",0,0,NA,"Weekday","morning",2024,"02","12",3.9,-0.3,0,NA
"1811",2024-02-12,"504",08:12:00,"Monday","RONCESVALLES AND GALLE","Cleaning - Unsanitary",10,20,"S","Weekday","morning",2024,"02","12",3.9,-0.3,0,NA
"1812",2024-02-12,"505",08:59:00,"Monday","PARLIAMENT AND QUEEN","Operations",10,20,"N","Weekday","morning",2024,"02","12",3.9,-0.3,0,NA
"1813",2024-02-12,"509",09:05:00,"Monday","UNION STATION","General Delay",0,0,"W","Weekday","none",2024,"02","12",3.9,-0.3,0,NA
"1814",2024-02-12,"501",09:09:00,"Monday","YORK AND KING","Security",10,20,"N","Weekday","none",2024,"02","12",3.9,-0.3,0,NA
"1815",2024-02-12,"512",09:23:00,"Monday","ST. CLAIR AND VAUGHAN","Utilized Off Route",3,6,"E","Weekday","none",2024,"02","12",3.9,-0.3,0,NA
"1816",2024-02-12,"501",09:25:00,"Monday","QUEEN AND PARLIAMENT","Operations",10,20,"W","Weekday","none",2024,"02","12",3.9,-0.3,0,NA
"1817",2024-02-12,"506",09:31:00,"Monday","BROADVIEW AND GERRARD","General Delay",19,29,"E","Weekday","none",2024,"02","12",3.9,-0.3,0,NA
"1818",2024-02-12,"503",09:44:00,"Monday","BROADVIEW AND GERRARD","Mechanical",10,20,"W","Weekday","none",2024,"02","12",3.9,-0.3,0,NA
"1819",2024-02-12,"510",10:15:00,"Monday","SPADINA AND COLLEGE","Cleaning - Unsanitary",8,16,"S","Weekday","none",2024,"02","12",3.9,-0.3,0,NA
"1820",2024-02-12,"503",11:49:00,"Monday","CHARLOTTE AND OXLEY","Operations",10,20,"S","Weekday","none",2024,"02","12",3.9,-0.3,0,NA
"1821",2024-02-12,"504",11:52:00,"Monday","SHAW AND KING","Emergency Services",5,10,"N","Weekday","none",2024,"02","12",3.9,-0.3,0,NA
"1822",2024-02-12,"511",13:21:00,"Monday","EXHIBITION LOOP","Operations",10,20,"S","Weekday","none",2024,"02","12",3.9,-0.3,0,NA
"1823",2024-02-12,"504",13:36:00,"Monday","CHERRY AND FRONT","Operations",5,10,"W","Weekday","none",2024,"02","12",3.9,-0.3,0,NA
"1824",2024-02-12,"505",13:41:00,"Monday","BAY AND DUNDAS","Operations",10,20,"N","Weekday","none",2024,"02","12",3.9,-0.3,0,NA
"1825",2024-02-12,"506",13:44:00,"Monday","GERRARD AND COXWELL","Operations",11,21,"W","Weekday","none",2024,"02","12",3.9,-0.3,0,NA
"1826",2024-02-12,"501",13:57:00,"Monday","YORK AND KING","Emergency Services",11,21,"N","Weekday","none",2024,"02","12",3.9,-0.3,0,NA
"1827",2024-02-12,"504",14:15:00,"Monday","CHERRY AND FRONT","Cleaning - Unsanitary",10,20,"W","Weekday","none",2024,"02","12",3.9,-0.3,0,NA
"1828",2024-02-12,"510",14:18:00,"Monday","UNION STATION","General Delay",8,18,"S","Weekday","none",2024,"02","12",3.9,-0.3,0,NA
"1829",2024-02-12,"501",14:33:00,"Monday","SUNNYSIDE LOOP","Mechanical",10,20,"W","Weekday","none",2024,"02","12",3.9,-0.3,0,NA
"1830",2024-02-12,"512",14:56:00,"Monday","ST CLAIR AND DEER PARK","General Delay",4,7,"W","Weekday","none",2024,"02","12",3.9,-0.3,0,NA
"1831",2024-02-12,"505",15:03:00,"Monday","KINGSTON-QUEEN LOOP","Cleaning - Unsanitary",10,20,"S","Weekday","evening",2024,"02","12",3.9,-0.3,0,NA
"1832",2024-02-12,"510",16:14:00,"Monday","SPADINA STATION","Security",7,17,NA,"Weekday","evening",2024,"02","12",3.9,-0.3,0,NA
"1833",2024-02-12,"501",16:25:00,"Monday","QUEEN AND SPADINA","Operations",9,18,"E","Weekday","evening",2024,"02","12",3.9,-0.3,0,NA
"1834",2024-02-12,"506",16:40:00,"Monday","GERRARD AND SACKVILLE","Held By",15,25,"W","Weekday","evening",2024,"02","12",3.9,-0.3,0,NA
"1835",2024-02-12,"511",16:48:00,"Monday","BATHURST AND BLOOR","Diversion",48,58,"S","Weekday","evening",2024,"02","12",3.9,-0.3,0,NA
"1836",2024-02-12,"501",17:00:00,"Monday","PRIVATE WOLSELEY LOOP","Utilized Off Route",10,20,"S","Weekday","evening",2024,"02","12",3.9,-0.3,0,NA
"1837",2024-02-12,"510",17:14:00,"Monday","SPADINA AND KING","Operations",10,20,"S","Weekday","evening",2024,"02","12",3.9,-0.3,0,NA
"1838",2024-02-12,"512",17:15:00,"Monday","ST CLAIR AND WYCHWOOD","Diversion",32,36,"E","Weekday","evening",2024,"02","12",3.9,-0.3,0,NA
