date,line,time,day,location,incident,min_delay,min_gap,bound,day_type,rush_type,season,is_holiday,Year,Month,Day,Max Temp (°C),Min Temp (°C),Total Precip (mm),Snow on Grnd (cm)
2024-03-25,501,07:22:00,Monday,QUEEN AND WOODGREEN PL,Security,10,20,E,Weekday,morning,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,501,08:25:00,Monday,QUEEN AND JOHN,Held By,10,20,E,Weekday,morning,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,501,08:27:00,Monday,MCCAUL AND QUEEN,Collision - TTC Involved,10,20,S,Weekday,morning,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,510,10:41:00,Monday,SPADINA AND SUSSEX,Security,19,29,N,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,512,11:46:00,Monday,GUNNS LOOP,Mechanical,5,10,E,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,509,12:10:00,Monday,QUEENS QUAY WEST AND L,Security,10,20,E,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,510,12:27:00,Monday,SPADINA AND BREMNER,Diversion,29,39,S,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,510,12:27:00,Monday,SPADINA AND BREMNER,Held By,29,39,E,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,501,12:56:00,Monday,QUEEN AND UNIVERSITY,Security,8,16,E,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,501,13:30:00,Monday,KING AND CHURCH,Held By,15,25,N,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,504,13:32:00,Monday,KING AND BATHURST,Held By,10,20,E,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,503,13:39:00,Monday,BAY AND KING,Held By,15,25,W,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,504,13:48:00,Monday,KING AND SORAUREN,Diversion,13,23,E,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,512,14:20:00,Monday,BATHURST AND ST CLAIR,Mechanical,5,10,S,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,504,14:31:00,Monday,QUEEN AND SORAUREN,Collision - TTC Involved,27,37,W,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,512,14:55:00,Monday,EGLINTON AND BAYVIEW,Collision - TTC Involved,5,10,E,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,509,15:00:00,Monday,QUEENS QUAY AND LOWER,General Delay,15,0,W,Weekday,evening,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,501,15:40:00,Monday,QUEEN AND KINGSTON,Mechanical,10,20,E,Weekday,evening,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,506,15:45:00,Monday,COXWELL AND LOWER GERR,Held By,12,22,E,Weekday,evening,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,505,16:19:00,Monday,BROADVIEW STATION,Cleaning - Unsanitary,10,20,W,Weekday,evening,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,504,16:40:00,Monday,QUEEN AND RONCESVALLES,Mechanical,26,36,E,Weekday,evening,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,509,16:47:00,Monday,FLEET AND FORT YORK,General Delay,15,0,S,Weekday,evening,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,512,17:10:00,Monday,OLD STOCK YARDS,Mechanical,5,10,W,Weekday,evening,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,511,17:13:00,Monday,WOLSLEY LOOP,Security,10,20,NA,Weekday,evening,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,504,17:50:00,Monday,BROADVIEW AND QUEEN,Mechanical,10,20,W,Weekday,evening,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,506,18:00:00,Monday,YONGE AND COLLEGE,General Delay,13,23,E,Weekday,evening,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,504,18:06:00,Monday,WOLSELEY LOOP,Diversion,76,84,E,Weekday,evening,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,507,18:28:00,Monday,LAKE SHORE BLVD AND PA,Collision - TTC Involved,52,62,E,Weekday,evening,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,504,19:52:00,Monday,QUEEN AND DUNN,General Delay,0,0,E,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,510,19:52:00,Monday,SPADINA AND DUNDAS,General Delay,11,21,S,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,505,19:57:00,Monday,DUNDAS WEST STATION,Emergency Services,0,0,NA,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,505,20:13:00,Monday,BROADVIEW STATION,Operations,0,0,S,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,504,20:22:00,Monday,OSSINGTON AND QUEEN,Operations,10,20,W,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,510,21:03:00,Monday,SPADINA STATION,Security,20,30,W,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,506,22:13:00,Monday,GERRARD AND LOGAN,Emergency Services,23,33,E,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,501,22:37:00,Monday,GERRARD AND PAPE,Utilized Off Route,0,0,E,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,501,23:12:00,Monday,CHURCH AND KING,Cleaning - Unsanitary,10,20,E,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-25,505,23:57:00,Monday,DUNDAS AND LANSDOWNE,Mechanical,22,33,E,Weekday,none,Spring,0,2024,03,25,7.7,0.2,0,0
2024-03-26,506,02:18:00,Tuesday,PARLIAMENT AND GERRARD,Operations,37,57,N,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,504,02:52:00,Tuesday,DUNDAS WEST STATION,Cleaning - Unsanitary,10,20,E,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,504,05:37:00,Tuesday,RONCESVALLES YARD,Operations,8,16,E,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,510,06:36:00,Tuesday,FLEET LOOP,Security,8,16,NA,Weekday,morning,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,508,06:50:00,Tuesday,LAKESHORE AND KIPLING,Diversion,40,60,W,Weekday,morning,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,507,06:50:00,Tuesday,LAKESHORE BVLD AND 37T,Diversion,43,53,E,Weekday,morning,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,501,07:38:00,Tuesday,QUEEN AND BAY,Collision - TTC Involved,8,16,W,Weekday,morning,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,505,09:01:00,Tuesday,DUNDAS AND BATHURST,General Delay,16,26,E,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,504,09:19:00,Tuesday,KING AND SUMACH,Cleaning - Unsanitary,5,10,W,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,505,10:35:00,Tuesday,DUNDAS AND OSSINGTON,Held By,10,20,W,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,510,10:43:00,Tuesday,SPADINA AND SUSSEX,Cleaning - Unsanitary,10,20,N,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,504,12:44:00,Tuesday,BROADVIEW STATION,Operations,10,20,NA,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,505,12:45:00,Tuesday,BROADVIEW STATION,Held By,10,20,N,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,501,12:51:00,Tuesday,WOLSELEY LOOP,Mechanical,8,16,W,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,501,14:25:00,Tuesday,QUEEN AND ELMER,Investigation,0,0,N,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,504,15:27:00,Tuesday,CHURCH AND KING,Utilized Off Route,10,20,W,Weekday,evening,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,504,15:40:00,Tuesday,CHARLOTTE LOOP,Emergency Services,10,20,W,Weekday,evening,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,503,15:51:00,Tuesday,CHARLOTTE LOOP,Diversion,10,20,W,Weekday,evening,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,510,16:05:00,Tuesday,SPADINA AND COLLEGE,Operations,5,10,W,Weekday,evening,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,505,16:27:00,Tuesday,DUNDAS AND LANSDOWNE,Diversion,0,0,W,Weekday,evening,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,505,16:58:00,Tuesday,LANSDOWNE AND DUNDAS,Operations,10,20,N,Weekday,evening,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,506,17:16:00,Tuesday,COLLEGE AND BAY,General Delay,15,25,E,Weekday,evening,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,506,17:20:00,Tuesday,COLLEGE AND AUGUSTA,General Delay,15,25,W,Weekday,evening,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,506,17:20:00,Tuesday,COLLEGE AND AUGUSTA,General Delay,15,25,W,Weekday,evening,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,501,17:52:00,Tuesday,KING AND BAY,Mechanical,5,10,E,Weekday,evening,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,509,19:25:00,Tuesday,FLEET AND STRACHAN,General Delay,0,0,E,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,501,19:45:00,Tuesday,QUEEN AND ONTARIO,Security,46,56,E,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,510,21:10:00,Tuesday,SPADINA AND BREMNER,Held By,25,35,N,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,506,21:20:00,Tuesday,DUNDAS WEST STATION,Cleaning - Unsanitary,10,20,NA,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,501,21:25:00,Tuesday,WOLSELEY LOOP,Utilized Off Route,0,0,NA,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,506,22:17:00,Tuesday,COLLEGE AND YONGE,Security,0,0,E,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,505,22:41:00,Tuesday,BROADVIEW STATION,Security,10,20,NA,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,501,22:51:00,Tuesday,KINGSTON LOOP,Security,0,0,E,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,501,22:53:00,Tuesday,QUEEN AND LESLIE,Held By,20,30,E,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,503,22:53:00,Tuesday,QUEEN AND JONES,Held By,20,30,E,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,510,23:03:00,Tuesday,LESLIE AND QUEEN,Emergency Services,0,0,E,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,501,23:32:00,Tuesday,QUEEN AND KINGSTON,Operations,0,0,W,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-26,506,00:03:00,Tuesday,CARLTON AND YONGE,Security,0,0,E,Weekday,none,Spring,0,2024,03,26,9,6.2,4.7,0
2024-03-27,504,02:33:00,Wednesday,BROADVIEW STATION,Emergency Services,20,40,N,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,504,06:00:00,Wednesday,BROADVIEW STATION,Cleaning - Unsanitary,8,16,W,Weekday,morning,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,509,06:32:00,Wednesday,UNION STATION,Security,10,20,NA,Weekday,morning,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,501,06:43:00,Wednesday,MUNRO AND GERRARD,Mechanical,8,16,NA,Weekday,morning,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,511,06:56:00,Wednesday,BATHURST AND QUEEN,Diversion,9,18,S,Weekday,morning,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,501,06:56:00,Wednesday,KING AND YONGE,General Delay,44,16,E,Weekday,morning,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,501,06:58:00,Wednesday,QUEEN AND BATHURST,Diversion,34,44,E,Weekday,morning,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,512,06:59:00,Wednesday,EGLINTON GARAGE,Mechanical,5,10,W,Weekday,morning,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,501,07:02:00,Wednesday,NEVILLE PARK LOOP,Emergency Services,10,20,NA,Weekday,morning,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,503,07:15:00,Wednesday,PARLIAMENT AND QUEEN,Security,10,20,N,Weekday,morning,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,512,07:43:00,Wednesday,ST CLAIR AND OLD WESTO,Collision - TTC Involved,5,10,W,Weekday,morning,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,504,09:40:00,Wednesday,KING AND SPADINA,Rail/Switches,0,0,W,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,510,10:39:00,Wednesday,SPADINA AND BREMNER,General Delay,10,20,S,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,507,10:39:00,Wednesday,HUMBER LOOP,Emergency Services,14,24,N,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,512,12:57:00,Wednesday,ST CLAIR AND YONGE,Collision - TTC Involved,5,10,W,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,512,13:58:00,Wednesday,ST. CLAIR AND YONGE,Investigation,5,10,W,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,512,14:51:00,Wednesday,ST CLAIR AND DEER PARK,Cleaning - Unsanitary,5,10,S,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,507,15:17:00,Wednesday,LAKESHORE AND ROYAL YO,Emergency Services,50,60,W,Weekday,evening,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,501,15:33:00,Wednesday,CHURCH AND KING,Security,10,20,N,Weekday,evening,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,505,16:41:00,Wednesday,DUNDAS AND MANNING,Security,10,20,E,Weekday,evening,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,512,17:17:00,Wednesday,ST CLAIR AND OAKWOOD,Collision - TTC Involved,5,10,E,Weekday,evening,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,505,17:21:00,Wednesday,DUNDAS WEST STATION,Cleaning - Unsanitary,10,20,W,Weekday,evening,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,504,17:52:00,Wednesday,KING AND UNIVERSITY,Utilized Off Route,10,20,E,Weekday,evening,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,503,17:53:00,Wednesday,BINGHAM LOOP,Mechanical,10,20,W,Weekday,evening,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,509,19:17:00,Wednesday,EXHIBITION LOOP,General Delay,0,0,E,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,505,19:21:00,Wednesday,DUNDAS WEST STATION,Cleaning - Unsanitary,10,20,W,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,504,19:28:00,Wednesday,HUMBER LOOP,Security,43,53,W,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,501,19:34:00,Wednesday,SPADINA AND QUEEN,Utilized Off Route,8,16,W,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,505,19:47:00,Wednesday,DUNDAS AND CHUCH,Security,10,20,E,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,504,20:08:00,Wednesday,QUEEN AND RONCESVALLES,Operations,10,20,W,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,506,20:12:00,Wednesday,GERRARD AND BOWMORE,General Delay,16,26,E,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,504,20:33:00,Wednesday,KING AND BATHURST,Utilized Off Route,10,20,E,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,505,21:21:00,Wednesday,DUNDAS AND OSSINGTON,Security,10,20,E,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,505,21:52:00,Wednesday,DUNDAS AND PARLIAMENT,Security,10,20,E,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,509,22:42:00,Wednesday,BAY AND QUEENS QUAY,Security,10,20,NA,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,510,22:42:00,Wednesday,QUEENS QUAY AND BAY,Held By,12,22,S,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,506,22:54:00,Wednesday,GERRARD AND PAPE,Emergency Services,17,27,E,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,501,23:37:00,Wednesday,QUEEN AND NEVILLE PARK,Diversion,30,40,E,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,506,00:01:00,Wednesday,DUNDAS AND HOWARD PARK,General Delay,11,21,W,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,506,00:19:00,Wednesday,MAIN STATION,Operations,22,32,NA,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,506,00:20:00,Wednesday,GERRARD AND WOODBINE,Operations,14,24,E,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,501,00:39:00,Wednesday,KING AND YORK,Cleaning - Unsanitary,10,20,E,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,505,00:48:00,Wednesday,ERINDALE AND BROADVIEW,Cleaning - Unsanitary,10,10,W,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-27,505,01:33:00,Wednesday,BROADVIEW STATION,Emergency Services,0,0,NA,Weekday,none,Spring,0,2024,03,27,10.7,3.6,0.4,0
2024-03-28,301,03:13:00,Thursday,QUEEN AND SILVER BIRCH,Mechanical,20,40,E,Weekday,none,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,506,03:41:00,Thursday,DUNDAS AND BLOOR,Cleaning - Unsanitary,30,60,W,Weekday,none,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,306,04:31:00,Thursday,DUNDAS AND BLOOR,Diversion,8,28,N,Weekday,none,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,301,05:07:00,Thursday,LAKESHORE AND BROWNS L,Emergency Services,0,0,W,Weekday,none,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,501,05:12:00,Thursday,QUEEN AND BAY,Security,10,20,W,Weekday,none,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,504,08:44:00,Thursday,RONCESVALLES AND HOWAR,Security,15,25,S,Weekday,morning,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,505,08:57:00,Thursday,DUNDAS AND SHERBOURNE,Diversion,70,80,NA,Weekday,morning,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,501,09:14:00,Thursday,QUEEN AND BAY,Cleaning - Unsanitary,5,10,E,Weekday,none,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,501,09:41:00,Thursday,QUEEN AND KINGSTON,Mechanical,10,20,E,Weekday,none,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,505,09:50:00,Thursday,DUNDAS AND MARKHAM,Diversion,12,22,NA,Weekday,none,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,512,09:54:00,Thursday,ST CLAIR STATION,Utilized Off Route,5,10,NA,Weekday,none,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,506,10:09:00,Thursday,COLLEGE AND YONGE,Held By,9,18,W,Weekday,none,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,505,10:09:00,Thursday,COLLEGE AND YONGE,Collision - TTC Involved,45,55,W,Weekday,none,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,501,14:21:00,Thursday,QUEEN AND WOODFIELD,Mechanical,10,20,W,Weekday,none,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,504,14:24:00,Thursday,KING AND SPADINA,Mechanical,10,20,E,Weekday,none,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,510,15:10:00,Thursday,SPADINA STATION,Operations,11,21,NA,Weekday,evening,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,510,16:05:00,Thursday,SSPADINA AND QUEENS QU,General Delay,0,0,N,Weekday,evening,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,506,16:06:00,Thursday,COLLEGE AND AUGUSTA,General Delay,0,0,E,Weekday,evening,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,506,16:10:00,Thursday,COLLEGE AND LANSDOWNE,General Delay,0,0,NA,Weekday,evening,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,512,16:11:00,Thursday,ST. CLAIR AND WARREN,General Delay,10,20,E,Weekday,evening,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,501,16:54:00,Thursday,QUEEN AND MCCAUL,Security,5,15,E,Weekday,evening,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,506,17:29:00,Thursday,COXWELL AND LOWER GERR,Diversion,18,28,E,Weekday,evening,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,504,17:36:00,Thursday,QUEEN AND JAMESON,Mechanical,10,20,E,Weekday,evening,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,512,17:45:00,Thursday,ST CLAIR AND OAKWOOD,Cleaning - Unsanitary,5,10,E,Weekday,evening,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,510,18:18:00,Thursday,SPADINA STATION,Emergency Services,20,30,S,Weekday,evening,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,501,18:22:00,Thursday,WOLSELEY LOOP,Utilized Off Route,5,10,E,Weekday,evening,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,501,18:27:00,Thursday,SPADINA AND DUNDAS,Utilized Off Route,5,10,N,Weekday,evening,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,506,18:42:00,Thursday,GERRARD AND MAJORY,Emergency Services,17,27,E,Weekday,evening,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,512,18:44:00,Thursday,ST. CLAIR AND DUNVEGAN,Operations,5,10,W,Weekday,evening,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,505,19:08:00,Thursday,BROADVIEW STATION,Emergency Services,7,17,E,Weekday,none,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,509,19:15:00,Thursday,FLEET AND STRACHAN,General Delay,0,0,E,Weekday,none,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,510,20:09:00,Thursday,SPADINA STATION,Cleaning - Unsanitary,10,20,NA,Weekday,none,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-28,504,22:42:00,Thursday,KING AND BATHURST,Cleaning - Unsanitary,10,20,N,Weekday,none,Spring,0,2024,03,28,8.8,1.7,0,0
2024-03-29,504,02:18:00,Friday,SHAW AND QUEEN,General Delay,0,0,W,Weekday,none,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,506,06:55:00,Friday,MAIN STREET STATION,Cleaning - Unsanitary,10,20,W,Weekday,morning,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,506,07:16:00,Friday,MAIN STATION,Security,10,20,NA,Weekday,morning,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,505,07:22:00,Friday,DUNDAS AND LANSDOWNE,Mechanical,10,20,W,Weekday,morning,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,506,07:23:00,Friday,GERRARD AND WOODFIELD,Diversion,8,18,E,Weekday,morning,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,512,08:33:00,Friday,ST CLAIR AND AVENUE,Security,8,16,W,Weekday,morning,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,504,09:39:00,Friday,KING AND SHERBOURNE,Diversion,13,18,W,Weekday,none,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,503,09:40:00,Friday,KING AND SHERBOURNE,Emergency Services,10,20,W,Weekday,none,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,505,11:12:00,Friday,BROADVIEW AND DUNDAS,Held By,7,17,N,Weekday,none,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,511,11:26:00,Friday,FLEET AND STRACHON,Mechanical,10,20,N,Weekday,none,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,511,11:54:00,Friday,FLEET AND FORT YORK,General Delay,0,0,N,Weekday,none,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,505,13:04:00,Friday,DUNDAS AND BATHURST,Cleaning - Unsanitary,10,20,W,Weekday,none,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,510,14:48:00,Friday,SPADINA AND FRONT,Security,18,27,N,Weekday,none,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,506,15:01:00,Friday,COLLEGE AND BATHURST,Held By,0,0,W,Weekday,evening,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,503,15:10:00,Friday,KING AND SPADINA,Diversion,22,32,E,Weekday,evening,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,505,15:22:00,Friday,DUNDAS AND LANSDOWNE,Mechanical,10,20,W,Weekday,evening,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,503,15:34:00,Friday,QUEEN AND KINGSTON,General Delay,0,0,E,Weekday,evening,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,505,15:35:00,Friday,DUNDAS AND SHAW,Held By,0,0,W,Weekday,evening,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,501,15:45:00,Friday,QUEEN AND COXWELL,Mechanical,10,20,E,Weekday,evening,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,501,16:48:00,Friday,BROADVIEW AND MOUNTSTE,Utilized Off Route,6,12,E,Weekday,evening,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,501,16:54:00,Friday,WOLSELEY LOOP,Utilized Off Route,6,12,NA,Weekday,evening,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,511,16:57:00,Friday,BATHUST AND BLOOR,Diversion,51,61,N,Weekday,evening,Spring,1,2024,03,29,8.3,0.5,0,0
2024-03-29,507,17:03:00,Friday,LONG BRANCH LOOP,General Delay,15,25,E,Weekday,evening,Spring,1,2024,03,29,8.3,0.5,0,0
